date_added,former_vacant_sites,parcel_id,site_area_ha,zone_desc,zone_gzt,zone_orig,plan_n_apps_10yr,plan_n_granted_10yr,plan_live_permission,plan_latest_app_no,plan_latest_status,plan_latest_decision,plan_latest_received,own_is_public,own_bodies,own_folios,own_public_pct,val_n_props,val_total_nav,val_uses,bld_coverage,bld_n_buildings
2022-01-01,,DCC000064166,0.044,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.36,2
2022-01-01,,DCC000064167,0.024,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,1,False,4790/19,Decision Notice Issued,GRANT PERMISSION,2019-12-20,False,,,0.0,0,,,0.024,1
2022-01-01,,DCC000064168,0.028,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.0,0
2022-01-01,,DCC000064169,0.018,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,1,False,3165/20,Appeal Decided,REFUSE PERMISSION,2020-08-07,True,Department of Transport,DN180022F,99.73,0,,,0.107,1
2022-01-01,,DCC000064170,0.031,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,1,False,4826/19,Appeal Decided,GRANT PERMISSION,2019-12-23,False,,,0.0,0,,,0.386,4
2022-01-01,,DCC000064171,0.044,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,1,0,False,2187/21,Appeal Decided,REFUSE PERMISSION,2021-02-09,False,,,0.0,0,,,0.918,1
2022-01-01,,DCC000064172,1.924,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),9,8,False,WEB1097/26,Decision Notice Issued,ADDITIONAL INFORMATION,2026-01-16,True,Department of Transport,DN32425F,6.1,0,,,0.0,1
2022-01-01,,DCC000064173,0.286,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,1.0,4
2022-01-01,,DCC000064176,0.176,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,10,6,False,WEB1262/26,Decision Notice Issued,GRANT PERMISSION,2026-02-09,False,,,0.0,2,32690.0,"-, MOTOR ACCESSORIES; -, WORKSHOP",0.605,11
2022-01-01,,DCC000064177,0.058,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,1,False,WEB2781/24,Decision Notice Issued,GRANT PERMISSION,2024-12-19,True,"Department of the Environment, Climate and Communications",DN184750F,98.33,0,,,0.392,6
2022-01-01,,DCC000064178,0.18,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),2,1,False,WEB2332/25,Decision Notice Issued,GRANT PERMISSION,2025-06-10,False,,,0.0,0,,,0.0,0
2022-01-01,,DCC000064179,0.243,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),0,0,False,,,,,False,,,0.0,0,,,0.0,0
2022-01-01,,DCC000064180,0.067,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,3,1,False,WEB1913/24,Appeal Decided,REFUSE PERMISSION,2024-07-25,False,,,0.0,0,,,0.259,4
2022-01-01,,DCC000064181,2.456,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),2,1,False,3675/21,Decision Notice Issued,WITHDRAWN ARTICLE 33 (NO,2021-10-12,True,Local Authorities,DN228051F,30.07,6,23640.0,"-, BUTCHER; -, NEWSAGENT; -, PHARMACY; DRY CLEANERS / LAUNDERETTE, -; STORE, -",0.034,3
2022-01-01,,DCC000064182,1.61,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,0,False,4610/22,Appeal Decided,REFUSE PERMISSION,2022-08-04,False,,,0.0,0,,,0.0,0
2022-01-01,,DCC000064183,0.346,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,1,False,WEB1732/25,Appeal Decided,GRANT PERMISSION,2025-04-04,False,,,0.0,1,114600.0,"-, WAREHOUSE",0.856,3
2022-01-01,,DCC000064184,0.293,To consolidate and facilitate the development of inner city and inner suburban sites for mixed-uses.,M1,Z10 - Inner Suburban and Inner City Sustainable Mixed-Uses,3,1,False,WEB1951/26,Decision Notice Issued,ADDITIONAL INFORMATION,2026-04-23,False,,,0.0,0,,,0.012,6
2022-01-01,,DCC000064185,0.185,To consolidate and facilitate the development of inner city and inner suburban sites for mixed-uses.,M1,Z10 - Inner Suburban and Inner City Sustainable Mixed-Uses,3,1,False,3181/23,Decision Notice Issued,APPLICATION WITHDRAWN,2023-02-08,False,,,0.0,0,,,0.179,2
2022-01-01,,DCC000064186,0.056,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.003,1
2022-01-01,,DCC000064187,0.033,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.0,0
2022-01-01,VS-1077,DCC000064189,0.209,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,0,False,4811/19,Decision Notice Issued,APPLICATION DECLARED INVA,2019-12-23,False,,,0.0,0,,,0.958,5
2022-01-01,,DCC000064190,0.408,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,1,False,3959/23,Decision Notice Issued,GRANT PERMISSION,2023-06-15,False,,,0.0,0,,,0.64,3
2022-01-01,,DCC000064191,0.114,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,True,Local Authorities,,98.06,0,,,0.493,2
2022-01-01,,DCC000064192,0.051,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,0,,,0.711,3
2022-01-01,,DCC000064264,1.388,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),4,2,False,3675/21,Decision Notice Issued,WITHDRAWN ARTICLE 33 (NO,2021-10-12,False,,,0.0,0,,,0.013,5
2022-01-01,,DCC000064265,0.047,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,0,False,3950/22,Appeal Decided,REFUSE PERMISSION,2022-05-12,False,,,0.0,1,3580.0,"-, YARD (STANDALONE)",0.097,1
2022-01-01,,DCC000064275,0.064,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,2,False,WEB1808/25,Decision Notice Issued,GRANT PERMISSION,2025-04-11,False,,,0.0,1,9250.0,"-, WORKSHOP",0.425,2
2022-01-01,,DCC000064276,0.053,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,1,5530.0,"ADVERTISING STATION, SHEET 48",0.013,1
2022-01-01,,DCC000064277,0.043,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.0,0
2022-01-01,,DCC000064278,0.012,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,0,,,0.0,0
2022-01-01,,DCC000064288,0.02,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,2,False,WEB1808/25,Decision Notice Issued,GRANT PERMISSION,2025-04-11,False,,,0.0,0,,,0.0,0
2025-01-01,,DCC000064290,0.212,To consolidate and facilitate the development of inner city and inner suburban sites for mixed-uses.,M1,Z10 - Inner Suburban and Inner City Sustainable Mixed-Uses,9,7,False,WEB1514/26,Decision Appealed,GRANT PERMISSION,2026-03-05,False,,,0.0,2,61760.0,"-, PUB; ADVERTISING STATION, SHEET 48",0.117,2
2025-01-01,,DCC000064291,0.338,To consolidate and facilitate the development of inner city and inner suburban sites for mixed-uses.,M1,Z10 - Inner Suburban and Inner City Sustainable Mixed-Uses,0,0,False,,,,,True,Department of Health,DN198581F,99.95,0,,,0.351,3
2025-01-01,,DCC000064292,3.474,To consolidate and facilitate the development of inner city and inner suburban sites for mixed-uses.,M1,Z10 - Inner Suburban and Inner City Sustainable Mixed-Uses,2,2,False,WEB5953/25,Decision Notice Issued,GRANT PERMISSION,2025-12-12,False,,,0.0,0,,,0.0,0
2025-01-01,,DCC000064293,0.831,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),2,1,False,WEB5025/25,Decision Notice Issued,APPLICATION DECLARED INVALID,2025-09-02,False,,,0.0,0,,,0.337,2
2025-01-01,,DCC000064294,0.109,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,4,4,False,5513/22,Appeal Decided,GRANT RETENTION PERMISSIO,2022-12-21,False,,,0.0,0,,,0.006,1
2025-01-01,,DCC000064295,0.031,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,8,4,False,WEB1155/26,Decision Appealed,GRANT PERMISSION,2026-01-23,False,,,0.0,1,1250.0,"STORE, -",0.193,2
2025-01-01,,DCC000064296,0.032,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,5,3,False,WEB5595/25,Decision Notice Issued,GRANT PERMISSION,2025-11-05,False,,,0.0,0,,,0.654,3
2025-01-01,,DCC000064297,0.018,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,1,0,False,3014/23,Appeal Decided,REFUSE PERMISSION,2023-01-09,False,,,0.0,0,,,0.632,4
2025-01-01,,DCC000064298,0.05,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,3,62600.0,"-, GARAGE; -, OFFICE (OWN DOOR); -, SHOP",0.76,3
2025-01-01,,DCC000064299,0.156,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,8,6,False,WEB1708/25,Decision Notice Issued,GRANT PERMISSION,2025-04-03,False,,,0.0,2,25620.0,SHOP,0.842,5
2025-01-01,,DCC000064300,0.029,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,5,3,False,4730/23,Decision Notice Issued,GRANT PERMISSION,2023-11-03,False,,,0.0,2,10280.0,"-, OFFICE (GEORGIAN / VICTORIAN); -, SHOP",0.466,3
2025-01-01,,DCC000064301,0.019,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,9,6,False,WEB5286/25,Decision Notice Issued,GRANT PERMISSION,2025-10-02,False,,,0.0,0,,,0.161,1
2025-01-01,,DCC000064302,0.335,To provide for and improve neighbourhood facilities.,M3,Z3 - Neighbourhood Centres,0,0,False,,,,,False,,,0.0,0,,,0.377,1
2025-01-01,,DCC000064303,0.257,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,8,3,False,WEB1466/26,Decision Notice Issued,REFUSE PERMISSION,2026-02-27,False,,,0.0,0,,,0.035,5
2025-01-01,,DCC000064304,0.031,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,2,False,3801/24,Decision Notice Issued,GRANT PERMISSION,2024-05-31,False,,,0.0,1,158900.0,"CLOTHES SHOP, -",0.53,5
2025-01-01,,DCC000064305,0.015,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.391,4
2025-01-01,,DCC000064306,0.062,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,7,3,False,WEB1062/26,Decision Notice Issued,GRANT PERMISSION,2026-01-13,False,,,0.0,3,45160.0,"-, FURNISHINGS; -, HAIRDRESSING SALON",0.495,4
2025-01-01,,DCC000064307,0.153,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,7,3,False,4704/23,Decision Notice Issued,GRANT PERMISSION,2023-10-27,False,,,0.0,1,10320.0,"SURGERY, -",0.054,2
2025-01-01,,DCC000064308,0.119,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,3,2,False,WEB2293/26,Registered Application,,2026-05-27,False,,,0.0,5,91320.0,"-, SHOP; -, WAREHOUSE CASH &CARRY; STORE, -; STORE, OFFICE",0.738,2
2025-01-01,,DCC000064309,0.031,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,0,False,4563/23,Appeal Decided,REFUSE PERMISSION,2023-09-29,False,,,0.0,1,13870.0,"-, CONVENIENCE STORE [<200 SQ. M.]",0.208,2
2025-01-01,,DCC000064310,0.068,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.552,4
2025-01-01,,DCC000064311,0.009,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,3,0,False,3016/25,Decision Notice Issued,EXTENSION OF TIME,2025-01-15,False,,,0.0,4,20050.0,"-, OFFICE (OVER THE SHOP); -, SHOP; STORE, OFFICE (OVER THE SHOP)",0.733,2
2025-01-01,,DCC000064312,0.121,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,2,2,False,2877/21,Decision Notice Issued,GRANT PERMISSION,2021-06-02,False,,,0.0,0,,,0.0,0
2025-01-01,,DCC000064313,0.02,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,5,1,False,3424/24,Decision Notice Issued,GRANT RETENTION PERMISSIO,2024-03-25,False,,,0.0,0,,,0.103,2
2025-01-01,,DCC000064315,0.25,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,0,,,0.15,4
2022-01-01,,DCC000064351,0.192,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,1,1,False,3372/23,Decision Notice Issued,GRANT PERMISSION,2023-03-14,False,,,0.0,0,,,0.395,1
2025-01-01,,DCC000064381,0.07,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,6,5,False,WEB1808/25,Decision Notice Issued,GRANT PERMISSION,2025-04-11,False,,,0.0,0,,,0.091,2
2025-01-01,,DCC000064382,0.026,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,0,False,3513/22,Decision Notice Issued,APPLICATION DECLARED INVA,2022-03-14,False,,,0.0,0,,,0.697,1
2025-01-01,,DCC000064383,0.011,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,4,1,False,WEB1084/25,Decision Notice Issued,GRANT RETENTION PERMISSION,2025-01-17,False,,,0.0,0,,,0.496,1
2025-01-01,,DCC000064384,0.026,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,1,6470.0,"SURGERY, -",0.465,2
2025-01-01,,DCC000064385,0.011,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,3,2,False,WEB2315/24,Decision Notice Issued,GRANT PERMISSION,2024-10-17,False,,,0.0,0,,,1.0,1
2025-01-01,,DCC000064386,0.033,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,0,False,3617/21,Appeal Decided,REFUSE PERMISSION,2021-10-01,False,,,0.0,0,,,0.311,1
2025-01-01,,DCC000064387,0.015,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,4,2,False,WEB2664/24,Appeal Decided,SPLIT DECISION(PERMISSION & REFUSAL),2024-12-06,False,,,0.0,0,,,1.0,2
2025-01-01,,DCC000064388,0.02,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,1,1,False,2645/19,Decision Notice Issued,GRANT PERMISSION,2019-04-01,False,,,0.0,2,35920.0,"-, CAFE; STORE",0.609,2
2025-01-01,,DCC000064389,0.01,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,0,0,False,,,,,False,,,0.0,1,12340.0,"-, CAFE",0.401,1
2025-01-01,,DCC000064390,0.035,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,0,,,0.947,1
2025-01-01,,DCC000064391,0.028,"To consolidate and facilitate the development of the central area, and to identify, reinforce, strengthen and protect its civic design character and dignity.",M2,Z5 - City Centre,3,0,False,4416/23,Decision Notice Issued,REFUSE PERMISSION,2023-09-05,False,,,0.0,1,6170.0,"-, SHOP",0.454,2
2025-01-01,,DCC000064392,0.024,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,2,0,False,WEB2243/26,Decision Notice Issued,ADDITIONAL INFORMATION,2026-05-22,False,,,0.0,1,40000.0,"-, PUB",0.782,4
2025-01-01,,DCC000064393,0.087,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,2,1,False,WEB2725/26,Decision Notice Issued,APPLICATION DECLARED INVALID,2026-07-10,False,,,0.0,2,142700.0,"-, PUB; RESTAURANT, OFFICE (OVER THE SHOP)",0.571,4
2025-01-01,,DCC000064394,0.037,To provide for and improve neighbourhood facilities.,M3,Z3 - Neighbourhood Centres,0,0,False,,,,,False,,,0.0,0,,,0.487,3
2025-01-01,,DCC000064395,0.009,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,0,,,0.0,0
2025-01-01,,DCC000064396,0.518,"To seek the social, economic and physical development and/or regeneration of an area with mixed-use, of which residential would be the predominant use.",R3,Z14 - Strategic Development and Regeneration Areas (SDRAs),0,0,False,,,,,False,,,0.0,0,,,0.0,0
2025-01-01,,DCC000064397,0.091,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,0,,,0.0,0
2025-01-01,,DCC000064398,0.045,To provide for and improve mixed-services facilities.,M3,Z4 - Key Urban Villages/Urban Villages,0,0,False,,,,,False,,,0.0,2,187900.0,"-, PUB; OFFICE (OVER THE SHOP), RESTAURANT",0.629,4
2025-01-01,,DCC000064399,0.747,To consolidate and facilitate the development of inner city and inner suburban sites for mixed-uses.,M1,Z10 - Inner Suburban and Inner City Sustainable Mixed-Uses,1,1,False,2858/19,Decision Notice Issued,GRANT PERMISSION,2019-04-29,False,,,0.0,6,152760.0,"-, WAREHOUSE; OFFICE (INDUSTRIAL), WORKSHOP; WAREHOUSE; WAREHOUSE, OFFICE",0.443,9
